sourceA,idA,sourceB,idB,overlap,similarity
zeri,34671,zeri,34672,84.85,42.40
zeri,34671,zeri,34670,35.96,12.90
zeri,34672,zeri,34671,82.05,40.80
zeri,34672,zeri,34670,52.52,25.90
zeri,34672,zeri,34669,16.97,11.00
zeri,34670,zeri,34669,46.52,34.10
zeri,34670,zeri,34672,48.59,25.10
zeri,34670,zeri,34671,32.30,11.40
zeri,34674,zeri,34678,97.43,67.50
zeri,34674,zeri,34679,98.68,66.70
zeri,34674,zeri,34676,99.60,66.30
zeri,34674,zeri,34677,99.10,62.70
zeri,34674,zeri,34675,98.67,62.00
zeri,34677,zeri,34678,99.28,76.90
zeri,34677,zeri,34676,99.74,71.40
zeri,34677,zeri,34679,100.00,71.40
zeri,34677,zeri,34675,99.67,68.60
zeri,34677,zeri,34674,99.49,63.50
zeri,34675,zeri,34676,99.85,76.10
zeri,34675,zeri,34678,98.56,72.90
zeri,34675,zeri,34679,99.26,69.80
zeri,34675,zeri,34677,99.16,69.00
zeri,34675,zeri,34674,99.07,62.40
zeri,34676,zeri,34675,99.21,75.70
zeri,34676,zeri,34677,98.83,73.30
zeri,34676,zeri,34678,98.01,72.20
zeri,34676,zeri,34679,99.31,67.10
zeri,34676,zeri,34674,99.19,65.10
zeri,34679,zeri,34678,97.89,70.60
zeri,34679,zeri,34675,99.08,70.20
zeri,34679,zeri,34677,99.56,69.80
zeri,34679,zeri,34674,99.01,67.80
zeri,34679,zeri,34676,99.55,67.80
zeri,34678,zeri,34677,100.00,74.10
zeri,34678,zeri,34675,100.00,70.60
zeri,34678,zeri,34679,100.00,70.20
zeri,34678,zeri,34676,100.00,69.80
zeri,34678,zeri,34674,100.00,67.80
zeri,34682,zeri,34683,96.42,11.40
zeri,34685,zeri,31860,93.99,14.90
zeri,34683,zeri,34682,80.16,10.60
zeri,34686,zeri,31860,98.70,8.63
zeri,34689,zeri,34688,100.00,66.40
zeri,34688,zeri,34689,95.83,63.10
zeri,34693,zeri,34697,84.91,11.40
zeri,34694,zeri,34696,84.70,23.80
zeri,34696,zeri,34694,99.90,24.70
zeri,34697,zeri,34693,100.00,10.20
zeri,34695,zeri,34694,56.95,7.06
zeri,34700,zeri,34702,36.47,23.50
zeri,34700,zeri,34736,29.21,12.50
zeri,34700,zeri,34699,100.00,9.80
zeri,34700,zeri,34701,29.23,7.84
zeri,34701,zeri,34700,30.75,8.63
zeri,34702,zeri,34736,89.52,25.10
zeri,34702,zeri,34700,38.20,24.70
zeri,34702,zeri,34699,100.00,8.63
zeri,34806,zeri,34804,99.70,18.80
zeri,34806,zeri,34805,98.97,16.90
zeri,34816,zeri,34817,93.33,14.60
zeri,34816,zeri,34821,29.51,9.06
zeri,34815,zeri,34810,100.00,8.63
zeri,34817,zeri,34816,86.45,10.60
zeri,34820,zeri,34819,91.82,13.40
zeri,34819,zeri,34820,85.92,14.90
zeri,34821,zeri,34824,47.35,12.90
zeri,34821,zeri,34825,34.87,12.50
zeri,34821,zeri,34816,100.00,11.00
zeri,34821,zeri,34830,38.88,9.41
zeri,34824,zeri,34821,95.84,14.90
zeri,34824,zeri,34831,63.55,14.50
zeri,34824,zeri,34830,68.01,13.70
zeri,34824,zeri,34832,61.96,11.80
zeri,34825,zeri,34826,86.88,47.80
zeri,34825,zeri,34821,99.89,11.00
zeri,34826,zeri,34825,94.30,45.10
zeri,34826,zeri,34821,93.82,8.63
zeri,34828,zeri,34833,53.64,11.00
zeri,34832,zeri,34831,96.48,54.50
zeri,34832,zeri,34830,100.00,21.60
zeri,34832,zeri,34824,92.05,12.50
zeri,34831,zeri,34832,99.44,51.80
zeri,34831,zeri,34830,100.00,20.80
zeri,34831,zeri,34824,95.23,16.50
zeri,34831,zeri,34825,33.12,9.41
zeri,34830,zeri,34832,88.43,21.20
zeri,34830,zeri,34831,84.01,20.40
zeri,34830,zeri,34824,88.07,13.30
zeri,34833,zeri,34828,64.43,11.80
zeri,34836,zeri,34837,18.64,9.41
zeri,34839,zeri,34840,98.05,13.70
zeri,34840,zeri,34839,91.16,16.10
zeri,34848,zeri,34849,99.83,51.00
zeri,34849,zeri,34848,98.49,46.60
zeri,34853,zeri,34854,97.77,52.80
zeri,34854,zeri,34853,100.00,52.00
zeri,34855,zeri,34856,100.00,58.70
zeri,34857,zeri,34858,98.89,36.70
zeri,34858,zeri,34857,72.19,35.90
zeri,34856,zeri,34855,95.24,55.50
zeri,34859,zeri,34860,98.85,25.50
zeri,34860,zeri,34859,70.83,27.20
zeri,34862,zeri,35198,100.00,29.80
zeri,34864,zeri,34865,98.02,57.30
zeri,34864,zeri,34866,100.00,46.30
zeri,34865,zeri,34864,98.20,60.00
zeri,34865,zeri,34866,100.00,46.70
zeri,34866,zeri,34864,90.56,46.70
zeri,34866,zeri,34865,91.24,46.30
zeri,34872,zeri,34873,100.00,21.60
zeri,34873,zeri,34872,58.58,24.70
zeri,34874,zeri,34879,100.00,3.95
zeri,34875,zeri,34878,100.00,11.80
zeri,34876,zeri,34877,100.00,12.70
zeri,34877,zeri,34876,81.51,14.20
zeri,34878,zeri,34875,82.20,11.10
zeri,34882,zeri,34881,98.38,29.80
zeri,34881,zeri,34882,98.04,29.80
zeri,34883,zeri,34884,68.55,37.60
zeri,34884,zeri,34883,100.00,35.40
zeri,34886,zeri,34887,96.75,70.20
zeri,34886,zeri,34885,100.00,21.20
zeri,34885,zeri,34886,90.51,26.10
zeri,34885,zeri,34887,89.92,21.30
zeri,34887,zeri,34886,97.30,70.60
zeri,34887,zeri,34885,100.00,19.20
zeri,34896,zeri,34940,100.00,21.20
zeri,34895,zeri,35000,99.43,62.70
zeri,34895,zeri,34939,92.51,25.50
zeri,34898,zeri,34906,100.00,43.50
zeri,34898,zeri,34900,61.20,26.70
zeri,34898,zeri,34899,40.35,22.00
zeri,34899,zeri,34898,100.00,19.70
zeri,34899,zeri,34906,100.00,16.50
zeri,34902,zeri,34901,100.00,24.70
zeri,34902,zeri,34905,99.97,17.30
zeri,34900,zeri,34898,99.87,27.50
zeri,34900,zeri,34906,100.00,18.80
zeri,34901,zeri,34905,98.02,39.60
zeri,34901,zeri,34902,59.09,25.90
zeri,34901,zeri,34904,100.00,21.20
zeri,34901,zeri,34903,100.00,7.06
zeri,34903,zeri,34901,25.87,9.16
zeri,34904,zeri,34901,97.36,23.90
zeri,34904,zeri,34905,98.07,21.20
zeri,34906,zeri,34898,96.15,46.30
zeri,34906,zeri,34900,60.94,22.00
zeri,34906,zeri,34899,39.90,17.60
zeri,34905,zeri,34901,98.52,40.40
zeri,34905,zeri,34904,100.00,20.80
zeri,34905,zeri,34902,59.07,13.70
zeri,34907,zeri,34908,100.00,66.30
zeri,34907,zeri,34912,100.00,31.40
zeri,34907,zeri,34911,100.00,19.60
zeri,34907,zeri,34910,100.00,16.10
zeri,34907,zeri,34909,100.00,10.60
zeri,34908,zeri,34907,99.53,67.50
zeri,34908,zeri,34912,100.00,34.90
zeri,34908,zeri,34911,100.00,20.00
zeri,34908,zeri,34910,100.00,18.40
zeri,34908,zeri,34909,100.00,12.50
zeri,34910,zeri,34911,99.93,73.70
zeri,34910,zeri,34907,84.64,14.90
zeri,34910,zeri,34908,80.50,14.90
zeri,34910,zeri,34912,89.22,13.30
zeri,34909,zeri,34908,98.91,13.30
zeri,34909,zeri,34907,99.12,11.40
zeri,34909,zeri,34911,100.00,9.80
zeri,34911,zeri,34910,99.42,76.10
zeri,34911,zeri,34907,83.36,17.60
zeri,34911,zeri,34908,80.16,16.90
zeri,34911,zeri,34912,88.42,15.30
zeri,34912,zeri,34907,95.05,31.00
zeri,34912,zeri,34908,91.88,29.80
zeri,34912,zeri,34911,100.00,16.10
zeri,34912,zeri,34910,100.00,12.50
zeri,34918,zeri,34926,99.41,10.60
zeri,34919,zeri,34920,44.92,22.30
zeri,34919,zeri,34926,100.00,17.90
zeri,34919,zeri,34929,51.01,17.10
zeri,34919,zeri,34927,36.11,6.77
zeri,34920,zeri,34929,100.00,31.00
zeri,34920,zeri,34919,100.00,16.90
zeri,34920,zeri,34931,100.00,16.50
zeri,34920,zeri,34926,100.00,14.50
zeri,34920,zeri,34922,17.80,9.41
zeri,34922,zeri,34920,100.00,8.63
zeri,34925,zeri,34927,100.00,11.00
zeri,34926,zeri,34929,45.07,17.30
zeri,34926,zeri,34919,91.17,15.70
zeri,34926,zeri,34920,40.16,14.10
zeri,34926,zeri,34928,35.75,11.00
zeri,34926,zeri,34927,34.29,9.41
zeri,34926,zeri,34930,100.00,6.27
zeri,34927,zeri,34926,81.65,10.20
zeri,34927,zeri,34919,76.24,7.48
zeri,34928,zeri,34926,80.96,9.06
zeri,34928,zeri,34929,28.62,9.06
zeri,34929,zeri,34920,90.89,32.90
zeri,34929,zeri,34926,100.00,17.60
zeri,34929,zeri,34919,100.00,16.90
zeri,34929,zeri,34931,98.91,16.10
zeri,34929,zeri,34928,28.74,10.60
zeri,34929,zeri,34918,100.00,5.10
zeri,34931,zeri,34929,95.95,18.20
zeri,34931,zeri,34920,88.82,17.00
zeri,34934,zeri,35298,96.29,37.50
zeri,34934,zeri,34981,96.29,13.40
zeri,34937,zeri,34951,82.61,44.30
zeri,34940,zeri,34896,68.00,20.80
zeri,34939,zeri,35000,82.52,29.40
zeri,34939,zeri,34895,80.84,23.10
zeri,34941,zeri,34942,99.80,30.20
zeri,34942,zeri,34941,95.68,28.60
zeri,34942,zeri,34944,17.46,7.45
zeri,34945,zeri,34954,80.29,34.90
zeri,34943,zeri,34953,91.25,24.50
zeri,34944,zeri,34960,84.38,20.00
zeri,34949,zeri,34955,85.59,28.60
zeri,34948,zeri,34950,79.59,30.20
zeri,34948,zeri,34965,94.35,24.30
zeri,34948,zeri,35095,85.24,19.20
zeri,34950,zeri,34948,100.00,33.30
zeri,34950,zeri,34965,100.00,26.70
zeri,34950,zeri,35095,96.99,16.50
zeri,34951,zeri,34937,100.00,46.70
zeri,34954,zeri,34945,100.00,33.30
zeri,34953,zeri,34943,95.75,25.90
zeri,34955,zeri,34949,100.00,29.90
zeri,34960,zeri,34944,100.00,20.10
zeri,34965,zeri,34950,86.21,31.00
zeri,34965,zeri,34948,100.00,21.60
zeri,34968,zeri,34978,95.65,56.30
zeri,34968,zeri,34979,47.13,23.60
zeri,34968,zeri,34980,49.89,20.50
zeri,34970,zeri,34975,99.67,55.30
zeri,34970,zeri,34976,54.71,31.00
zeri,34970,zeri,34977,54.83,31.00
zeri,34969,zeri,34971,98.20,55.50
zeri,34969,zeri,34972,56.54,19.30
zeri,34969,zeri,34974,52.12,17.30
zeri,34969,zeri,34973,51.85,15.00
zeri,34974,zeri,34973,99.96,79.50
zeri,34974,zeri,34969,100.00,19.70
zeri,34974,zeri,34971,99.73,19.30
zeri,34973,zeri,34974,99.79,81.90
zeri,34973,zeri,34969,100.00,17.70
zeri,34973,zeri,34971,99.52,16.10
zeri,34971,zeri,34969,99.47,56.90
zeri,34971,zeri,34972,55.89,22.70
zeri,34971,zeri,34974,52.11,19.20
zeri,34971,zeri,34973,52.10,14.90
zeri,34971,zeri,35298,99.03,11.80
zeri,34972,zeri,34971,99.73,19.60
zeri,34972,zeri,34969,99.83,16.90
zeri,34975,zeri,34970,100.00,53.30
zeri,34975,zeri,34977,54.16,29.80
zeri,34975,zeri,34976,54.83,25.90
zeri,34976,zeri,34970,100.00,29.40
zeri,34976,zeri,34975,98.90,25.50
zeri,34977,zeri,34970,100.00,31.00
zeri,34977,zeri,34975,99.72,27.80
zeri,34978,zeri,34968,100.00,57.60
zeri,34978,zeri,34980,51.53,26.30
zeri,34978,zeri,34979,49.59,24.70
zeri,34979,zeri,34978,99.97,25.10
zeri,34979,zeri,34968,100.00,22.70
zeri,34980,zeri,34978,100.00,24.30
zeri,34980,zeri,34968,99.89,20.40
zeri,34981,zeri,35298,99.59,16.50
zeri,34981,zeri,34934,100.00,15.30
zeri,34982,zeri,34983,100.00,52.90
zeri,34984,zeri,34985,100.00,33.30
zeri,34985,zeri,34984,84.59,33.50
zeri,34983,zeri,34982,98.37,51.00
zeri,34989,zeri,34988,95.45,66.30
zeri,34988,zeri,34989,100.00,65.70
zeri,34990,zeri,34991,99.03,16.90
zeri,34993,zeri,34992,93.12,47.80
zeri,34993,zeri,34994,32.13,15.30
zeri,34993,zeri,34995,29.89,10.20
zeri,34991,zeri,34990,94.87,18.40
zeri,34994,zeri,34993,100.00,14.50
zeri,34994,zeri,34992,97.36,12.20
zeri,34994,zeri,34995,29.00,11.40
zeri,34992,zeri,34993,100.00,43.90
zeri,34992,zeri,34995,32.18,12.50
zeri,34992,zeri,34994,34.14,11.40
zeri,34995,zeri,34993,99.09,13.40
zeri,34995,zeri,34992,95.80,11.40
zeri,34995,zeri,34994,31.56,11.00
zeri,34996,zeri,34997,100.00,29.80
zeri,34997,zeri,34996,74.65,34.60
zeri,35000,zeri,34895,97.88,61.70
zeri,35000,zeri,34939,92.45,28.10
zeri,35001,zeri,35002,99.79,69.00
zeri,35002,zeri,35001,99.50,69.40
zeri,35005,zeri,35006,97.96,70.20
zeri,35005,zeri,35005i,100.00,22.40
zeri,35005,zeri,35006i,100.00,21.20
zeri,35005i,zeri,35006i,98.26,69.00
zeri,35005i,zeri,35005,48.99,23.50
zeri,35005i,zeri,35006,49.23,19.60
zeri,35006i,zeri,35005i,100.00,66.70
zeri,35006i,zeri,35006,49.88,22.40
zeri,35006i,zeri,35005,49.78,21.20
zeri,35006,zeri,35005,99.09,69.00
zeri,35006,zeri,35006i,100.00,21.60
zeri,35006,zeri,35005i,100.00,20.40
zeri,35008,zeri,35009,100.00,21.20
zeri,35009,zeri,35008,95.67,24.70
zeri,35013,zeri,35014,99.22,55.70
zeri,35014,zeri,35013,99.14,56.10
zeri,35023,zeri,35024,100.00,55.30
zeri,35024,zeri,35023,97.42,55.10
zeri,35028,zeri,35029,98.72,10.60
zeri,35028,zeri,35030,99.04,9.80
zeri,35029,zeri,35030,99.64,63.80
zeri,35029,zeri,35031,98.17,11.80
zeri,35029,zeri,35028,91.54,8.66
zeri,35030,zeri,35029,99.58,62.70
zeri,35030,zeri,35031,95.39,12.20
zeri,35030,zeri,35028,91.31,11.80
zeri,35032,zeri,35031,97.00,9.41
zeri,35031,zeri,35030,99.77,11.40
zeri,35031,zeri,35032,73.77,10.20
zeri,35035,zeri,35036,99.62,34.30
zeri,35035,zeri,35037,98.57,25.90
zeri,35036,zeri,35037,99.50,59.80
zeri,35036,zeri,35035,97.51,30.30
zeri,35037,zeri,35036,98.87,62.70
zeri,35037,zeri,35035,97.24,23.90
zeri,35041,zeri,35042,90.16,22.70
zeri,35042,zeri,35041,99.23,24.30
zeri,35044,zeri,35051,99.15,19.60
zeri,35048,zeri,35049,97.37,57.60
zeri,35049,zeri,35048,100.00,59.40
zeri,35051,zeri,35044,94.49,18.40
zeri,35053,zeri,35054,99.19,54.10
zeri,35054,zeri,35053,100.00,58.00
zeri,35056,zeri,35060,50.27,8.66
zeri,35056,zeri,35061,50.04,6.69
zeri,35060,zeri,35061,97.39,58.30
zeri,35060,zeri,35056,50.29,8.73
zeri,35061,zeri,35060,99.01,57.30
zeri,35068,zeri,35067,97.97,58.70
zeri,35066,zeri,35070,96.20,45.50
zeri,35066,zeri,35069,95.78,42.70
zeri,35067,zeri,35068,98.15,61.00
zeri,35069,zeri,35070,99.51,60.20
zeri,35069,zeri,35066,100.00,46.50
zeri,35070,zeri,35069,100.00,59.30
zeri,35070,zeri,35066,100.00,43.90
zeri,35073,zeri,35076,99.94,58.80
zeri,35073,zeri,35074,92.66,12.50
zeri,35074,zeri,35076,100.00,13.30
zeri,35075,zeri,35077,97.27,50.60
zeri,35076,zeri,35073,97.94,57.30
zeri,35076,zeri,35074,89.42,16.10
zeri,35077,zeri,35075,100.00,52.20
zeri,35081,zeri,35082,99.14,70.60
zeri,35082,zeri,35081,99.25,69.00
zeri,35084,zeri,35086,100.00,14.90
zeri,35086,zeri,35084,82.89,14.10
zeri,35085,zeri,35084,100.00,14.50
zeri,35095,zeri,34948,100.00,25.90
zeri,35095,zeri,34950,90.37,15.70
zeri,35095,zeri,34965,97.96,12.90
zeri,35097,zeri,35098,99.07,71.40
zeri,35098,zeri,35097,99.61,70.60
zeri,35100,zeri,35101,98.80,14.50
zeri,35101,zeri,35100,95.34,17.60
zeri,35304,zeri,35303,91.60,36.10
zeri,35304,zeri,35305,94.78,32.20
zeri,35304,zeri,35306,95.65,31.40
zeri,35103,zeri,35104,99.98,75.70
zeri,35305,zeri,35306,100.00,77.60
zeri,35305,zeri,35303,97.44,45.50
zeri,35305,zeri,35304,100.00,31.40
zeri,35306,zeri,35305,99.59,79.60
zeri,35306,zeri,35303,96.78,42.70
zeri,35306,zeri,35304,100.00,31.40
zeri,35307,frick,291,91.24,58.00
zeri,35307,zeri,35308,99.88,53.30
zeri,35308,zeri,35307,95.88,54.10
zeri,35308,frick,291,88.27,51.40
zeri,35309,zeri,35310,99.74,22.00
zeri,35310,zeri,35309,86.36,18.00
zeri,35316,zeri,35325,96.19,16.10
zeri,35317,zeri,35326,98.22,31.40
zeri,35318,zeri,35324,43.12,18.00
zeri,35320,zeri,35327,97.24,37.60
zeri,35321,zeri,35328,93.41,32.40
zeri,35322,zeri,35329,91.94,49.20
zeri,35324,zeri,35318,100.00,17.50
zeri,35326,zeri,35317,93.35,29.80
zeri,35325,zeri,35316,97.23,21.20
zeri,35327,zeri,35320,96.29,39.20
zeri,35328,zeri,35321,95.61,28.30
zeri,35329,zeri,35322,94.69,48.40
zeri,35333,zeri,35344,96.78,44.10
zeri,35333,zeri,35336,100.00,9.06
zeri,35335,zeri,35342,93.33,34.50
zeri,35335,zeri,35337,100.00,14.10
zeri,35335,zeri,35336,100.00,13.70
zeri,35335,zeri,35341,100.00,11.00
zeri,35334,zeri,35343,96.06,43.10
zeri,35334,zeri,35336,100.00,8.63
zeri,35336,zeri,35341,94.32,37.80
zeri,35336,zeri,35337,94.41,37.40
zeri,35336,zeri,35335,28.35,15.40
zeri,35336,zeri,35342,28.33,12.60
zeri,35336,zeri,35334,25.80,11.00
zeri,35336,zeri,35333,24.29,9.06
zeri,35337,zeri,35336,97.51,40.40
zeri,35337,zeri,35341,97.86,23.50
zeri,35337,zeri,35342,29.28,14.50
zeri,35337,zeri,35335,29.48,13.70
zeri,35341,zeri,35336,99.38,36.50
zeri,35341,zeri,35337,100.00,23.50
zeri,35341,zeri,35335,30.16,11.80
zeri,35341,zeri,35342,29.86,10.60
zeri,35342,zeri,35335,94.79,35.40
zeri,35342,zeri,35337,100.00,14.20
zeri,35342,zeri,35336,100.00,13.40
zeri,35342,zeri,35341,100.00,9.06
zeri,35343,zeri,35334,99.27,43.50
zeri,35344,zeri,35333,99.92,46.50
zeri,35345,zeri,35346,100.00,14.50
zeri,35346,zeri,35348,30.36,17.30
zeri,35346,zeri,35345,93.44,14.10
zeri,35346,zeri,35349,24.45,10.60
zeri,35348,zeri,35349,38.36,22.70
zeri,35348,zeri,35346,100.00,16.90
zeri,35351,zeri,35354,98.10,40.40
zeri,35351,zeri,35352,100.00,38.00
zeri,35351,zeri,35353,100.00,37.30
zeri,35349,zeri,35348,47.67,18.80
zeri,35349,zeri,35346,100.00,8.24
zeri,35352,zeri,35353,97.26,62.40
zeri,35352,zeri,35351,74.94,37.60
zeri,35352,zeri,35354,75.36,30.60
zeri,35353,zeri,35352,97.84,62.70
zeri,35353,zeri,35351,75.41,37.60
zeri,35353,zeri,35354,75.69,29.80
zeri,35354,zeri,35351,96.48,39.40
zeri,35354,zeri,35352,100.00,33.10
zeri,35354,zeri,35353,100.00,29.10
zeri,35359,zeri,35360,36.01,11.00
zeri,35360,zeri,35359,100.00,12.50
zeri,35362,zeri,35363,100.00,65.50
zeri,35362,zeri,35364,100.00,58.40
zeri,35363,zeri,35364,100.00,69.40
zeri,35363,zeri,35362,96.48,65.10
zeri,35364,zeri,35363,98.67,70.60
zeri,35364,zeri,35362,95.21,58.40
zeri,35365,zeri,35366,90.28,56.90
zeri,35366,zeri,35365,100.00,56.90
zeri,35367,zeri,35369,100.00,45.50
zeri,35370,zeri,35373,92.54,11.80
zeri,35370,zeri,35371,93.63,10.20
zeri,35369,zeri,35367,94.28,45.50
zeri,35371,zeri,35373,99.26,55.30
zeri,35371,zeri,35372,100.00,54.10
zeri,35371,zeri,35370,100.00,14.50
zeri,35372,zeri,35373,92.65,62.00
zeri,35372,zeri,35371,92.65,55.70
zeri,35373,zeri,35372,100.00,59.60
zeri,35373,zeri,35371,100.00,54.90
zeri,35373,zeri,35370,100.00,10.20
zeri,35374,zeri,35375,100.00,26.30
zeri,35376,zeri,35378,98.38,45.10
zeri,35376,zeri,35377,99.85,12.90
zeri,35375,zeri,35374,87.76,26.40
zeri,35377,zeri,35378,77.03,15.70
zeri,35377,zeri,35376,79.60,12.20
zeri,35378,zeri,35376,100.00,47.80
zeri,35378,zeri,35377,100.00,18.40
zeri,35378,zeri,35382,19.05,7.45
zeri,35378,zeri,35381,21.10,5.10
zeri,35379,zeri,35380,41.61,30.60
zeri,35380,zeri,35379,44.92,31.00
zeri,35380,zeri,35378,100.00,11.40
zeri,35381,zeri,35378,99.64,7.91
zeri,35382,zeri,35378,98.04,6.69
zeri,35383,zeri,35385,100.00,36.90
zeri,35383,zeri,35384,100.00,9.80
zeri,35384,zeri,35385,98.11,11.40
zeri,35384,zeri,35383,95.67,8.63
zeri,35385,zeri,35383,99.81,32.30
zeri,35385,zeri,35384,100.00,11.00
zeri,35386,zeri,35388,100.00,34.90
zeri,35387,zeri,35389,100.00,39.60
zeri,35388,zeri,35386,93.91,32.90
zeri,35389,zeri,35387,97.81,38.80
zeri,35390,zeri,35391,93.22,44.70
zeri,35390,zeri,35393,100.00,15.30
zeri,35391,zeri,35390,100.00,45.10
zeri,35391,zeri,35393,100.00,12.90
zeri,35393,zeri,35390,44.27,14.20
zeri,35393,zeri,35391,40.86,11.80
zeri,35394,zeri,43057,100.00,99.20
zeri,35394,zeri,43060,98.17,63.60
zeri,35394,zeri,43055,98.53,58.90
zeri,35395,zeri,100552i,97.45,12.90
zeri,35395,zeri,100552,51.34,9.80
zeri,35398,zeri,35397,98.11,7.45
zeri,35404,zeri,35405,100.00,56.10
zeri,35404,zeri,35403,75.62,20.00
zeri,35403,zeri,35404,100.00,20.60
zeri,35403,zeri,35405,100.00,17.00
zeri,35405,zeri,35404,99.07,56.50
zeri,35405,zeri,35403,74.67,18.80
zeri,35408,zeri,35410,99.51,20.80
zeri,35409,zeri,35410,98.28,9.41
zeri,35410,zeri,35408,47.34,19.20
zeri,35410,zeri,35409,47.02,10.60
zeri,35427,zeri,35428,98.96,71.00
zeri,35427,zeri,35426,99.51,10.20
zeri,35428,zeri,35427,99.25,71.00
zeri,35441,frick,404,100.00,41.60
zeri,35444,zeri,35445,100.00,49.80
zeri,35446,zeri,35447,100.00,11.40
zeri,35445,zeri,35444,94.85,47.10
zeri,35451,zeri,35452,100.00,30.20
zeri,35452,zeri,35451,76.26,34.30
zeri,35455,zeri,35454,99.09,43.90
zeri,35454,zeri,35455,100.00,45.90
zeri,35460,zeri,35461,98.77,28.60
zeri,35460,zeri,35463,85.62,23.10
zeri,35460,zeri,35462,78.84,21.60
zeri,35461,zeri,35463,86.31,49.20
zeri,35461,zeri,35462,78.70,39.00
zeri,35461,zeri,35460,100.00,28.30
zeri,35462,zeri,35463,100.00,61.60
zeri,35462,zeri,35461,100.00,40.80
zeri,35462,zeri,35460,100.00,20.00
zeri,35463,zeri,35462,91.34,62.40
zeri,35463,zeri,35461,100.00,49.80
zeri,35463,zeri,35460,100.00,24.30
zeri,35467,zeri,35474,100.00,41.60
zeri,35468,zeri,35539,98.46,75.70
zeri,35471,zeri,35472,100.00,16.50
zeri,35472,zeri,35471,90.19,20.80
zeri,35474,zeri,35467,92.54,44.30
zeri,35477,zeri,35478,97.85,21.60
zeri,35477,zeri,35479,100.00,14.90
zeri,35478,zeri,35479,100.00,35.30
zeri,35478,zeri,35477,100.00,22.00
zeri,35479,zeri,35478,88.16,36.10
zeri,35479,zeri,35477,89.61,14.50
zeri,35480,zeri,35481,56.42,14.90
zeri,35480,zeri,35478,98.35,11.00
zeri,35481,zeri,35480,96.05,15.70
zeri,35490,zeri,35491,21.11,13.70
zeri,35491,zeri,35492,52.67,19.80
zeri,35491,zeri,35490,100.00,11.10
zeri,35492,zeri,35491,97.12,15.00
zeri,35493,zeri,35503,100.00,34.50
zeri,35493,zeri,35502,100.00,12.90
zeri,35494,zeri,35495,95.50,66.30
zeri,35495,zeri,35494,99.56,66.30
zeri,35500,zeri,35515,99.28,13.70
zeri,35502,zeri,35493,76.33,13.00
zeri,35504,zeri,35507,98.07,23.30
zeri,35504,zeri,35505,100.00,17.80
zeri,35503,zeri,35493,94.80,36.90
zeri,35503,zeri,35502,100.00,11.00
zeri,35506,zeri,35507,82.52,33.70
zeri,35506,zeri,35505,80.27,17.30
zeri,35506,zeri,35504,77.44,11.80
zeri,35505,zeri,35507,94.59,29.80
zeri,35505,zeri,35506,97.56,20.40
zeri,35505,zeri,35504,95.33,16.90
zeri,35507,zeri,35506,100.00,33.70
zeri,35507,zeri,35505,98.75,29.00
zeri,35507,zeri,35504,98.05,20.40
zeri,35508,zeri,35509,100.00,55.60
zeri,35509,zeri,35508,93.94,58.60
zeri,35511,zeri,35512,99.83,64.70
zeri,35512,zeri,35511,99.85,63.10
zeri,35513,zeri,35514,99.86,18.00
zeri,35515,zeri,35500,100.00,15.10
zeri,35514,zeri,35513,100.00,16.50
zeri,35516,zeri,35517,100.00,57.60
zeri,35517,zeri,35516,97.53,56.70
zeri,35518,zeri,35516,100.00,11.80
zeri,35522,zeri,35523,99.72,55.30
zeri,35523,zeri,35522,98.44,56.10
zeri,35532,zeri,35531,91.81,15.70
zeri,35531,zeri,35532,94.96,14.90
zeri,35534,frick,242,99.88,32.50
zeri,35535,zeri,35536,100.00,12.50
zeri,35536,zeri,35535,92.53,8.63
zeri,35540,zeri,35541,99.48,76.50
zeri,35540,zeri,35542,96.62,47.50
zeri,35539,zeri,35468,99.79,76.50
zeri,35542,zeri,35540,93.82,50.60
zeri,35542,zeri,35541,92.83,46.30
zeri,35541,zeri,35540,100.00,77.30
zeri,35541,zeri,35542,97.01,49.80
zeri,35544,zeri,35545,100.00,44.50
zeri,35544,zeri,42653,96.17,8.66
zeri,35545,zeri,35544,96.84,43.50
zeri,35546,zeri,35547,98.38,23.90
zeri,35548,zeri,35549,98.37,42.00
zeri,35548,zeri,42635,97.59,35.70
zeri,35547,zeri,35546,99.91,24.70
zeri,35549,zeri,42635,98.76,65.50
zeri,35549,zeri,35548,100.00,39.60
zeri,35550,zeri,42562,99.56,15.30
zeri,35551,zeri,35552,100.00,26.00
zeri,35552,zeri,35551,85.31,30.60
zeri,35554,zeri,35556,100.00,70.20
zeri,35556,zeri,35554,96.87,70.20
zeri,35555,zeri,42108,98.79,67.50
zeri,35560,zeri,35561,99.05,73.30
zeri,35561,zeri,35560,100.00,72.90
zeri,35562,frick,636,84.69,33.60
zeri,35562,zeri,35563,82.05,13.20
zeri,35563,zeri,35564,99.34,60.60
zeri,35563,frick,636,100.00,25.20
zeri,35563,zeri,35562,100.00,14.20
zeri,35564,zeri,35563,100.00,59.20
zeri,35564,frick,636,100.00,16.90
zeri,35564,zeri,35562,100.00,7.84
zeri,35566,zeri,35568,45.17,26.30
zeri,35566,zeri,35597,71.45,20.40
zeri,35568,zeri,35566,48.86,27.10
zeri,35568,zeri,35597,74.71,17.30
zeri,35569,zeri,36491,100.00,82.00
zeri,35569,zeri,36489,97.41,20.40
zeri,35569,zeri,36490,96.22,16.10
zeri,35569,zeri,35570,93.33,15.70
zeri,35570,zeri,36490,99.82,71.00
